rank,school_district_geoid,school_district_name,school_district_type,county,beds_code,ida_names,num_projects,unique_beneficiaries,total_school_exemption,total_school_pilot_due,total_school_pilot_made,total_school_revenue_lost,annual_school_revenue_lost,pilot_shortfall,total_levy,enrollment,per_pupil_spending,total_budget,true_value_rate,exemption_pct_of_levy,per_pupil_impact,annual_per_pupil_impact,pct_per_pupil_spending,num_donor_beneficiaries,total_donated_from_district,donor_rate,top_beneficiary,top_beneficiary_loss,top_beneficiary_donated,earliest_project,latest_project,st3_matched,flag_high_impact,flag_high_per_pupil,flag_donor_connected,headline
272,3607020,Grand Island Central School District,unified,029,141501,Erie County Industrial Development Agency,36,6,617556.51,351610.72,351610.72,265945.79,265945.79,0.0,38318340.0,2767.0,25372.85,70206668.0,0.0,0.694,96.11,96.11,0.3788,1,500.0,16.67,INVITROGEN CORPORATION GIBCO,96607.16,0.0,01/27/2021,12/16/2020,Yes,No,No,No,"Grand Island Central School District lost $265,946 in school property taxes because 36 IDA project(s) received exemptions. The largest beneficiary accounts for $96,607."
273,3616950,Le Roy Central School District,unified,037,181001,Genesee County Industrial Development Agency,39,11,394516.16,129033.47,129033.47,265482.69,265482.69,0.0,10808965.0,1155.0,23990.47,27708988.0,0.0,2.4561,229.86,229.86,0.9581,3,5550.0,27.27,WRIGHT BEVERAGES,200770.73,0.0,01/09/2008,12/01/2022,Yes,No,No,No,"Le Roy Central School District lost $265,483 in school property taxes because 39 IDA project(s) received exemptions. The largest beneficiary accounts for $200,771."
274,3611190,Fonda-Fultonville Central School District,unified,035,270601,Chemung Industrial Development Agency|Fulton County Industrial Development Agency,5,2,919165.32,661409.08,661409.08,257756.24,257756.24,0.0,11085008.0,1340.0,23852.83,31962793.0,0.0,2.3253,192.36,192.36,0.8064,2,3740.2,100.0,BENJAMIN MOORE,257756.24,740.2,11/20/2020,12/12/2019,Yes,No,No,No,"Fonda-Fultonville Central School District lost $257,756 in school property taxes because 5 IDA project(s) received exemptions. The largest beneficiary accounts for $257,756. That company donated $740 to political campaigns while receiving the exemption."
275,3626070,Schodack Central School District,unified,083,491501,Rensselaer County Industrial Development Agency,6,1,277068.29,20079.46,20079.46,256988.83,256988.83,0.0,14643450.0,855.0,31452.11,26891553.0,0.0,1.755,300.57,300.57,0.9556,0,0.0,0.0,SERVISIONS PROPERTIES,256988.83,0.0,12/01/2018,12/01/2018,Yes,No,No,No,"Schodack Central School District lost $256,989 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $256,989."
276,3628740,Tonawanda City School District,unified,029,142500,Erie County Industrial Development Agency,40,7,555439.41,304025.61,304025.61,251413.8,251413.8,0.0,12850370.0,1752.0,21807.3,38206397.0,0.0,1.9565,143.5,143.5,0.658,4,41400.0,57.14,LEISURE LIVING,71619.23,100.0,01/17/2008,10/26/2022,Yes,No,No,Yes,"Tonawanda City School District lost $251,414 in school property taxes because 40 IDA project(s) received exemptions. The largest beneficiary accounts for $71,619. That company donated $100 to political campaigns while receiving the exemption."
277,3626160,Schuylerville Central School District,unified,091,521701,Saratoga County Industrial Development Agency,8,1,516244.8,275664.92,275664.92,240579.88,240579.88,0.0,18434193.0,1402.0,27538.91,38609553.0,0.0,1.3051,171.6,171.6,0.6231,1,3638.98,100.0,STONE BRIDGE IRON STEEL,240579.88,3638.98,12/29/2016,12/29/2016,Yes,No,No,No,"Schuylerville Central School District lost $240,580 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $240,580. That company donated $3,639 to political campaigns while receiving the exemption."
278,3614700,Honeoye Falls-Lima Central School District,unified,055,431401,Livingston County Industrial Development Agency|Monroe Industrial Development Agency,47,11,495442.97,257960.21,257960.21,237482.76,237482.76,0.0,9863649.0,574.0,32895.15,18881815.0,0.0,2.4077,413.73,413.73,1.2577,1,3990.0,9.09,BRISTOL PROPERTY HOLDINGS,100293.93,0.0,02/19/2019,12/15/2020,Yes,No,No,No,"Honeoye Falls-Lima Central School District lost $237,483 in school property taxes because 47 IDA project(s) received exemptions. The largest beneficiary accounts for $100,294."
279,3620610,New York Mills Union Free School District,unified,065,,Oneida County Industrial Development Agency,23,4,1202812.44,966970.26,966970.26,237312.46,237312.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,44596.47,50.0,CONMED CORPORATION,106073.4,250.0,08/01/1997,11/20/2009,No,No,No,Yes,"New York Mills Union Free School District lost $237,312 in school property taxes because 23 IDA project(s) received exemptions. The largest beneficiary accounts for $106,073. That company donated $250 to political campaigns while receiving the exemption."
280,3600124,Canisteo-Greenwood Central School District,unified,101,571502,Hornell Industrial Development Agency,8,1,342716.0,109013.38,108983.38,233732.62,233732.62,30.0,5507529.0,1018.0,26585.64,27064180.0,0.0,4.2439,229.6,229.6,0.8636,0,0.0,0.0,DAVE GRAY RICH HEAD,233732.62,0.0,04/01/2007,04/01/2007,Yes,No,No,No,"Canisteo-Greenwood Central School District lost $233,733 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $233,733."
281,3609330,Dryden Central School District,unified,109,610301,Cortland Industrial Development Agency|Tompkins County Industrial Development Agency,23,5,672623.71,440848.77,440848.77,231774.94,231774.94,0.0,19784587.0,1377.0,32906.25,45311906.0,0.0,1.1715,168.32,168.32,0.5115,0,0.0,0.0,EMMYS ORGANICS,76117.47,0.0,03/05/2004,12/08/2021,Yes,No,No,No,"Dryden Central School District lost $231,775 in school property taxes because 23 IDA project(s) received exemptions. The largest beneficiary accounts for $76,117."
282,3631050,Westmoreland Central School District,unified,065,412801,Oneida County Industrial Development Agency,8,2,851321.23,642045.86,622777.31,228543.92,228543.92,38438.32,8659487.0,852.0,28549.11,24323839.0,0.0,2.6392,268.24,268.24,0.9396,1,45295.0,50.0,WESTMORELAND DEVELOPMENT COMPANY OF NY WESTMORELAND ASC,160588.14,0.0,03/01/2015,12/13/2004,Yes,No,No,Yes,"Westmoreland Central School District lost $228,544 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $160,588."
283,3609030,Depew Union Free School District,unified,029,140707,Erie County Industrial Development Agency|Lancaster Industrial Development Agency,18,4,830326.35,602577.49,602577.49,227748.86,227748.86,0.0,19449417.0,1799.0,27649.25,49741002.0,0.0,1.171,126.6,126.6,0.4579,0,0.0,0.0,591 TERRACE,133642.0,0.0,06/08/2021,12/11/2012,Yes,No,No,No,"Depew Union Free School District lost $227,749 in school property taxes because 18 IDA project(s) received exemptions. The largest beneficiary accounts for $133,642."
284,3614220,Herkimer Central School District,unified,043,210601,Herkimer Industrial Development Agency,12,6,369098.57,143694.74,143394.74,225703.83,225703.83,300.0,9451000.0,1080.0,26391.4,28502714.0,0.0,2.3881,208.99,208.99,0.7919,0,0.0,0.0,NATHAN GALINSKY APARTMENTS PRESERVATION,195398.23,0.0,03/23/2005,11/17/2021,Yes,No,No,No,"Herkimer Central School District lost $225,704 in school property taxes because 12 IDA project(s) received exemptions. The largest beneficiary accounts for $195,398."
285,3606900,Central Square Central School District,unified,075,460801,Oswego County Industrial Development Agency,24,6,469015.0,245872.0,245872.0,223143.0,223143.0,0.0,29922927.0,3391.0,26112.08,88546056.0,0.0,0.7457,65.8,65.8,0.252,0,0.0,0.0,MDR PROPERTIES,89139.0,0.0,03/27/2009,11/20/2019,Yes,No,No,No,"Central Square Central School District lost $223,143 in school property taxes because 24 IDA project(s) received exemptions. The largest beneficiary accounts for $89,139."
286,3607770,Clinton Central School District,unified,065,411101,Oneida County Industrial Development Agency,29,7,579577.04,356903.52,356903.52,222673.52,222673.52,0.0,16662038.0,1282.0,23245.67,29800950.0,0.0,1.3364,173.69,173.69,0.7472,0,0.0,0.0,THE INDIUM CORPORATION OF AMERICA,89709.89,0.0,01/01/2002,11/22/2019,Yes,No,No,No,"Clinton Central School District lost $222,674 in school property taxes because 29 IDA project(s) received exemptions. The largest beneficiary accounts for $89,710."
287,3631170,Wheatland-Chili Central School District,unified,055,262001,Livingston County Industrial Development Agency|Monroe Industrial Development Agency,31,8,393615.35,171214.68,171214.68,222400.67,222400.67,0.0,10041347.0,677.0,30777.74,20836533.0,0.0,2.2148,328.51,328.51,1.0674,3,20444.4,37.5,COOPERVISION,123901.0,0.0,02/02/2024,11/21/2011,Yes,No,No,Yes,"Wheatland-Chili Central School District lost $222,401 in school property taxes because 31 IDA project(s) received exemptions. The largest beneficiary accounts for $123,901."
288,3618900,Mechanicville City School District,unified,091,521200,Mechanicville-Stillwater Industrial Development Agency,22,1,774034.49,731861.03,731860.83,208868.79,208868.79,0.2,14380174.0,1368.0,22528.1,30818447.0,0.0,1.4525,152.68,152.68,0.6777,1,19799.0,100.0,CMD REALTY,208868.79,19799.0,02/15/2009,10/28/2008,Yes,No,No,Yes,"Mechanicville City School District lost $208,869 in school property taxes because 22 IDA project(s) received exemptions. The largest beneficiary accounts for $208,869. That company donated $19,799 to political campaigns while receiving the exemption."
289,3600015,Allegany-Limestone Central School District,unified,009,040302,Cattaraugus Industrial Development Agency,13,4,276273.87,81975.52,81975.52,208098.35,208098.35,0.0,7155796.0,1090.0,23778.58,25918655.0,0.0,2.9081,190.92,190.92,0.8029,0,0.0,0.0,RIVER VALLEY SOLAR,140990.8,0.0,02/02/2024,12/16/2016,Yes,No,No,No,"Allegany-Limestone Central School District lost $208,098 in school property taxes because 13 IDA project(s) received exemptions. The largest beneficiary accounts for $140,991."
290,3600007,Jasper-Troupsburg Central School District,unified,101,572702,Steuben County Industrial Development Agency,6,1,257961.0,49908.63,49908.63,208052.37,208052.37,0.0,2763059.0,417.0,31396.48,13092331.0,0.0,7.5298,498.93,498.93,1.5891,0,0.0,0.0,ABUNDANT SOLAR POWER TROUPSBURG,208052.37,0.0,12/11/2019,12/11/2019,Yes,Yes,No,No,"Jasper-Troupsburg Central School District lost $208,052 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $208,052."
291,3607890,Clymer Central School District,unified,013,060701,Chautauqua Industrial Development Agency,8,1,213628.95,7492.88,7492.88,206136.07,206136.07,0.0,4993229.0,373.0,31446.28,11729461.0,0.0,4.1283,552.64,552.64,1.7574,0,0.0,0.0,TCC HOLDING CORPORATION,206136.07,0.0,02/19/2013,02/19/2013,Yes,No,Yes,No,"Clymer Central School District lost $206,136 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $206,136."
292,3630270,Waverly Central School District,unified,107,600101,Tioga County Industrial Development Agency,10,2,384863.92,183829.83,183829.83,201034.09,201034.09,0.0,7401000.0,1640.0,21319.77,34964417.0,0.0,2.7163,122.58,122.58,0.575,0,0.0,0.0,MIDWESTERN PET FOODS,200905.58,0.0,06/02/1993,08/08/2015,Yes,No,No,No,"Waverly Central School District lost $201,034 in school property taxes because 10 IDA project(s) received exemptions. The largest beneficiary accounts for $200,906."
293,3622170,Owego-Apalachin Central School District,unified,107,600601,Tioga County Industrial Development Agency,43,11,27028264.1,26992853.04,26992853.04,200040.94,200040.94,0.0,17900212.0,1908.0,27705.02,52861174.0,0.0,1.1175,104.84,104.84,0.3784,1,25150.0,9.09,GATEWAY OWEGO,97520.13,0.0,02/25/2021,11/30/2016,Yes,No,No,Yes,"Owego-Apalachin Central School District lost $200,041 in school property taxes because 43 IDA project(s) received exemptions. The largest beneficiary accounts for $97,520."
294,3614580,Holland Patent Central School District,unified,065,412201,Oneida County Industrial Development Agency,12,3,375400.03,240858.24,240858.24,197359.63,197359.63,0.0,13809637.0,1232.0,30836.74,37990863.0,0.0,1.4291,160.19,160.19,0.5195,1,8500.0,33.33,GSPP 7024 FOX RD,131516.0,0.0,05/05/2023,08/20/2021,Yes,No,No,No,"Holland Patent Central School District lost $197,360 in school property taxes because 12 IDA project(s) received exemptions. The largest beneficiary accounts for $131,516."
295,3620760,Newfane Central School District,unified,063,400601,Niagara County Industrial Development Agency,16,3,385943.0,189065.0,189065.0,196878.0,196878.0,0.0,13890973.0,1344.0,27321.81,36720516.0,0.0,1.4173,146.49,146.49,0.5362,2,64690.0,66.67,STEVE RIESSEN,127517.0,0.0,02/13/2013,08/14/2014,Yes,No,No,Yes,"Newfane Central School District lost $196,878 in school property taxes because 16 IDA project(s) received exemptions. The largest beneficiary accounts for $127,517."
296,3626940,Skaneateles Central School District,unified,067,421601,Onondaga County Industrial Development Agency,25,3,1701539.68,1641439.12,1697642.16,196772.49,196772.49,0.0,27272284.0,1275.0,29338.91,37407110.0,0.0,0.7215,154.33,154.33,0.526,2,60482.0,66.67,TESSY PLASTICS,101895.59,6774.0,02/07/2017,09/13/2022,Yes,No,No,Yes,"Skaneateles Central School District lost $196,772 in school property taxes because 25 IDA project(s) received exemptions. The largest beneficiary accounts for $101,896. That company donated $6,774 to political campaigns while receiving the exemption."
297,3604410,Bellmore Union Free School District,elementary,059,280207,Hempstead Industrial Development Agency,8,1,376693.0,180142.0,180142.0,196551.0,196551.0,0.0,27032931.0,1069.0,35189.21,37617262.0,0.0,0.7271,183.86,183.86,0.5225,0,0.0,0.0,1 SERV REALTY,196551.0,0.0,05/28/2014,05/28/2014,Yes,No,No,No,"Bellmore Union Free School District lost $196,551 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $196,551."
298,3623520,Port Jervis City School District,unified,071,441800,Port Jervis Industrial Development Agency,14,2,540829.53,350543.15,435148.43,193132.97,193132.97,0.0,29084046.0,2346.0,35076.33,82289067.0,0.0,0.6641,82.32,82.32,0.2347,1,500.0,50.0,3312 GROUP,130317.3,500.0,01/01/2010,03/01/2014,Yes,No,No,No,"Port Jervis City School District lost $193,133 in school property taxes because 14 IDA project(s) received exemptions. The largest beneficiary accounts for $130,317. That company donated $500 to political campaigns while receiving the exemption."
299,3628200,Three Village Central School District,unified,103,580201,Brookhaven Industrial Development Agency,14,4,429539.0,241424.0,241424.0,188115.0,188115.0,0.0,164954877.0,5565.0,40262.47,224060618.0,0.0,0.114,33.8,33.8,0.084,0,0.0,0.0,STAFFORD ASSOC,141436.0,0.0,05/19/2008,11/16/2022,Yes,No,No,No,"Three Village Central School District lost $188,115 in school property taxes because 14 IDA project(s) received exemptions. The largest beneficiary accounts for $141,436."
300,3604140,Beacon City School District,unified,027,130200,Dutchess County Industrial Development Agency,7,3,256389.65,69905.23,69905.23,186484.42,186484.42,0.0,44271162.0,2550.0,30825.1,78604000.0,0.0,0.4212,73.13,73.13,0.2372,0,0.0,0.0,MECHTRONICS CORPORATION,128789.0,0.0,05/13/2020,09/13/2023,Yes,No,No,No,"Beacon City School District lost $186,484 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $128,789."
301,3614460,Hilton Central School District,unified,055,261101,Monroe Industrial Development Agency,37,5,350616.87,164576.51,164576.51,186040.36,186040.36,0.0,42655065.0,4095.0,22463.22,91986886.0,0.0,0.4362,45.43,45.43,0.2022,0,0.0,0.0,THE MEADOWS AT ENGLISH,92533.0,0.0,04/18/2017,12/18/2012,Yes,No,No,No,"Hilton Central School District lost $186,040 in school property taxes because 37 IDA project(s) received exemptions. The largest beneficiary accounts for $92,533."
302,3600017,Genesee Valley Central School District,unified,003,020702,Allegany Industrial Development Agency,15,3,207910.57,22458.92,22458.92,185451.65,185451.65,0.0,3172590.0,590.0,31327.73,18483359.0,0.0,5.8454,314.32,314.32,1.0033,0,0.0,0.0,NSF ANGELICA SITE 2,84316.57,0.0,01/09/2020,08/29/2019,Yes,Yes,No,No,"Genesee Valley Central School District lost $185,452 in school property taxes because 15 IDA project(s) received exemptions. The largest beneficiary accounts for $84,317."
